id,first_name,last_name,email,gender,Pharmacy Brand,Pharmacy Generic,Pharmacy Company
940,Fannie,Withur,fwithurq3@arstechnica.com,Female,NightTime Sinus Relief,"ACETAMINOPHEN, DOXYLAMINE SUCCINATE, PHENYLEPHRINE HCL","Robinson Pharma, Inc."
941,Marne,Overlow,moverlowq4@stumbleupon.com,Female,Diclofenac Sodium,Diclofenac Sodium,"PD-Rx Pharmaceuticals, Inc."
942,Sebastian,Dradey,sdradeyq5@nyu.edu,Male,MAR-COF CG,CODEINE PHOSPHATE and GUAIFENESIN,"Marnel Pharmaceutcals, Inc."
943,Tome,Doone,tdooneq6@newyorker.com,Male,Royal Hand Sanitizer,ALCOHOL,GPM Investments LLC
944,Murielle,Joburn,mjoburnq7@google.com.hk,Non-binary,False Ragweed,False Ragweed,"Nelco Laboratories, Inc."
945,Cynthie,Haskey,chaskeyq8@free.fr,Female,Fluor-a-day,Sodium fluoride,"Arbor Pharmaceuticals, Inc."
946,Carlee,Overington,coveringtonq9@va.gov,Female,Captopril,captopril,Mylan Pharmaceuticals Inc.
947,Gerhard,Pakes,gpakesqa@pagesperso-orange.fr,Male,Propranolol Hydrochloride,Propranolol Hydrochloride,State of Florida DOH Central Pharmacy
948,Ivy,Hinz,ihinzqb@house.gov,Female,SE-DONNA PB HYOS,"Phenobarbital, Hyoscyamine Sulfate, Atropine Sulfate, Scopolamine Hydrobromide",Seton Pharmaceuticals
949,Yancey,Kinge,ykingeqc@wikimedia.org,Bigender,Levetiracetam,levetiracetam,McKesson Contract Packaging
950,Pauline,Elstone,pelstoneqd@hugedomains.com,Female,Levothyroxine Sodium,levothyroxine sodium,"PD-Rx Pharmaceuticals, Inc."
951,Farand,Adriano,fadrianoqe@yellowpages.com,Female,BHI Mucus,"ANTIMONY POTASSIUM TARTRATE,ATROPA BELLADONNA,BRYONIA ALBA ROOT,ANEMONE AMERICANA,HYOSCYAMUS NIGER,IPECAC,LOBELIA INFLATA,HUMAN SPUTUM, BORDETELLA PERTUSSIS INFECTED, and LOBARIA PULMONARIA",Heel Inc
952,Maryrose,Skipperbottom,mskipperbottomqf@oaic.gov.au,Female,Neuralgo-Rheum,PSEUDOGNAPHALIUM OBTUSIFOLIUM and CAUSTICUM and COLCHICUM AUTUMNALE BULB and CITRULLUS COLOCYNTHIS FRUIT PULP and IRON and LITHIUM BENZOATE and TOXICODENDRON PUBESCENS LEAF and FILIPENDULA ULMARIA ROO,Heel Inc
953,Mollee,Armsby,marmsbyqg@studiopress.com,Female,Ampicillin,Ampicillin,"DAVA Pharmaceuticals, Inc."
954,Tab,Dreinan,tdreinanqh@canalblog.com,Male,aspirin,Aspirin,H E B
955,Shina,Knewstub,sknewstubqi@dagondesign.com,Female,GONGJINHYANG SEOL WHITENING,DIOSMETIN,"LG Household and Healthcare, Inc."
956,Natasha,Dake,ndakeqj@wix.com,Female,Softlips,"octinoxate, octisalate",The Mentholatum Company
957,Curr,Benito,cbenitoqk@hubpages.com,Agender,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,"Dispensing Solutions, Inc."
958,Marin,Alf,malfql@smh.com.au,Female,Benazepril Hydrochloride,Benazepril Hydrochloride,Apotex Corp
959,Gregorius,Peteri,gpeteriqm@1688.com,Male,Fluconazole,Fluconazole,Bryant Ranch Prepack
960,Bobette,MacGeffen,bmacgeffenqn@cam.ac.uk,Female,foot works,Methyl Salicylate,"Avon Products, Inc."
961,Missie,Kelwaybamber,mkelwaybamberqo@scribd.com,Female,Fluticasone Propionate,Fluticasone Propionate,"Physicians Total Care, Inc."
962,Suzette,Davydochkin,sdavydochkinqp@nps.gov,Non-binary,Baby Daily Moisturizing Fragrance Free,Dimethicone,Harmon Stores Inc.
963,Danna,Knoller,dknollerqq@mysql.com,Female,Levofloxacin,Levofloxacin,American Health Packaging
964,Madonna,Bernard,mbernardqr@prlog.org,Female,Pravastatin Sodium,Pravastatin Sodium,"Glenmark Generics Inc., USA"
965,Mathe,Mathewes,mmathewesqs@meetup.com,Male,Minocycline Hydrochloride,Minocycline Hydrochloride,"Global Pharmaceuticals, Division of Impax Laboratories Inc."
966,Rossie,Meneo,rmeneoqt@jigsy.com,Genderqueer,Muscle and Joint Pain Relief,"MENTHOL, METHYL SALICYLATE","Valu Merchandisers, Co."
967,Krissie,Ridehalgh,kridehalghqu@hibu.com,Female,Metoclopramide Hydrochloride,Metoclopramide Hydrochloride,Northstar RxLLC
968,Carmita,Glasper,cglasperqv@lycos.com,Female,Labetalol hydrochloride,Labetalol hydrochloride,"Golden State Medical Supply, Inc."
969,Jasun,Staines,jstainesqw@biblegateway.com,Male,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,Clinical Solutions Wholesale
970,Eldin,Hudspith,ehudspithqx@xrea.com,Male,"Food - Dairy Products, Milk, Whole Cow","Milk, Whole Cow",Jubilant HollisterStier LLC
971,Evangelina,Wickersley,ewickersleyqy@dedecms.com,Non-binary,DIVALPROEX SODIUM,DIVALPROEX SODIUM,REMEDYREPACK INC.
972,Ernestus,Forder,eforderqz@vinaora.com,Male,Levothyroxine Sodium,Levothyroxine Sodium,"Northwind Pharmaceuticals, LLC"
973,Terrie,Powter,tpowterr0@auda.org.au,Female,"Bermuda Grass, Standardized","Bermuda Grass, Standardized","ALK-Abello, Inc."
974,Lotty,Cade,lcader1@phpbb.com,Female,Tretinoin,Tretinoin,Barr Laboratories Inc.
975,Ynes,Rowlin,yrowlinr2@nationalgeographic.com,Female,OBAGI-C RX SYSTEM NORMAL-OILY,"HYDROQUINONE, OCTINOXATE AND ZINC OXIDE","OMP, INC."
976,Tammy,Pettus,tpettusr3@tumblr.com,Male,Absorbine BACK Therapeutic Pain Relief,MENTHOL,"Teh Seng Pharmaceutical Mfg. Co., Ltd."
977,Charyl,Nutbeam,cnutbeamr4@geocities.jp,Female,Ready Foundation,Titanium Dioxide and Zinc Oxide,Bare Escentuals Beauty Inc.
978,Florinda,MacGragh,fmacgraghr5@dailymotion.com,Female,Vertra SPF 38 Foundation Sunscreen Face Kona Gold Shane Dorian Signature Tint,TITANIUM DIOXIDE,"Vertra, Inc"
979,Otha,McNirlin,omcnirlinr6@scribd.com,Female,Quick n Clean Antiseptic Hand Wipe,Benzalkonium Chloride,Dukal Corporation
980,Nerissa,Dutch,ndutchr7@globo.com,Female,AFRICA BIRD HOMME ALL IN ONE MOISTURIZER,GLYCERIN,"NATURE REPUBLIC CO., LTD."
981,Sandie,Attiwill,sattiwillr8@vkontakte.ru,Female,Russian Thistle,Russian Thistle,"Nelco Laboratories, Inc."
982,Zulema,McClenan,zmcclenanr9@admin.ch,Female,"Dock, Yellow Pollen",Rumex crispus,"Allermed Laboratories, Inc."
983,Bailey,Martschik,bmartschikra@ning.com,Male,Doxycycline,Doxycycline,Heritage Pharmaceuticals Inc.
984,Lucretia,McIlraith,lmcilraithrb@telegraph.co.uk,Female,Adenocard,adenosine,"Astellas Pharma US, Inc."
985,Zsazsa,Kohler,zkohlerrc@slideshare.net,Female,Allergy Relief Eye Drops,Ketotifen Fumarate,Kinray Inc.
986,Ibbie,Badger,ibadgerrd@nyu.edu,Female,GLIMEPIRIDE,GLIMEPIRIDE,"International Labs, Inc."
987,Lissi,Mateu,lmateure@harvard.edu,Female,BIOFREEZE,MENTHOL,Performance Health LLC
988,Torrey,Marquis,tmarquisrf@biblegateway.com,Agender,Cough DM,dextromethorphan polistirex,Walgreen Company
989,Delcine,Tatlowe,dtatlowerg@wp.com,Non-binary,Solu-Cortef,hydrocortisone sodium succinate,Pharmacia and Upjohn Company
990,Jeddy,Spellar,jspellarrh@ameblo.jp,Male,LEMON,Lemon,"ALK-Abello, Inc."
991,Cam,Heinschke,cheinschkeri@bizjournals.com,Male,Parafon Forte DSC,chlorzoxazone,"Janssen Pharmaceuticals, Inc."
992,Filberto,Jayume,fjayumerj@seesaa.net,Male,Metoprolol Tartrate,Metoprolol Tartrate,Cardinal Health
993,Leese,Frankis,lfrankisrk@joomla.org,Genderfluid,Listerine Ultraclean Antiseptic,"Eucalyptol, Menthol, Methyl Salicylate, and Thymol","Johnson & Johnson Healthcare Products, Division of McNEIL-PPC, Inc."
994,Nichole,Van Castele,nvancastelerl@geocities.com,Female,Niaspan,Niacin,Carilion Materials Management
995,Lyndel,Oosthout de Vree,loosthoutdevreerm@hibu.com,Female,Desonide,Desonide,Actavis Mid Atlantic LLC
996,Fredek,Lawtey,flawteyrn@discovery.com,Male,Atropine Sulfate,ATROPINE SULFATE,"Hospira, Inc."
997,Elyn,Derry,ederryro@wunderground.com,Female,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,Carilion Materials Management
998,Nowell,Roberds,nroberdsrp@blogtalkradio.com,Male,GlyBURIDE,GlyBURIDE,"DAVA Pharmaceuticals, Inc."
999,Nicolai,Hallick,nhallickrq@vistaprint.com,Male,ASACOL,mesalamine,State of Florida DOH Central Pharmacy
1000,Meir,Stayt,mstaytrr@cyberchimps.com,Male,MYUNG HAN MI IN DO RECOVERY BB,TITANIUM DIOXIDE,"THEFACESHOP CO., LTD."
